528,58,433,700,401,147
528,59,433,700,402,147
528,58,433,700,402,147
528,58,434,700,401,147
528,58,433,701,401,148
528,58,433,700,401,147
528,59,433,700,401,147
528,59,433,700,402,148
528,58,433,700,401,148
528,58,434,700,402,148
528,60,433,700,402,147
528,58,433,700,402,148
528,59,433,700,401,147
528,59,433,700,401,148
528,58,433,700,402,148
528,59,433,700,402,148
528,59,433,700,402,147
528,59,433,700,401,147
528,58,433,700,401,147
528,58,433,700,401,145
528,59,433,700,401,104
528,58,433,700,402,18
528,58,433,700,402,18
528,58,433,700,401,19
528,59,433,700,402,19
528,59,433,700,401,18
528,59,434,700,401,19
528,59,433,700,402,19
528,59,433,700,401,19
528,59,433,700,401,64
528,59,433,699,401,136
527,58,434,700,401,190
528,59,433,700,401,206
528,59,433,700,401,206
528,59,433,700,401,206
528,59,433,700,401,207
528,59,433,700,402,206
528,59,433,700,401,206
528,59,433,700,420,207
528,59,433,701,487,206
528,59,433,700,590,206
528,60,433,700,688,206
528,59,433,700,769,206
527,60,433,700,832,206
527,59,433,700,871,206
528,59,433,700,871,207
528,59,433,700,871,206
528,60,433,700,872,206
527,59,433,700,871,206
528,60,434,699,872,206
528,60,433,702,872,206
527,60,433,728,870,206
528,60,434,762,870,206
528,59,433,802,871,206
528,59,433,820,871,206
528,59,433,858,871,206
528,60,433,877,871,206
528,60,433,1023,871,207
528,60,433,1023,871,206
528,59,434,1023,871,206
528,60,434,1022,871,206
528,60,433,1022,871,206
528,60,433,1022,872,206
528,60,433,1021,870,205
528,60,433,1021,873,206
528,58,433,1022,871,206
528,59,412,1023,872,206
528,60,358,1021,873,206
528,60,299,1023,871,207
528,59,230,1023,871,207
528,60,156,1023,871,206
528,60,118,1021,873,206
528,60,105,1023,870,206
528,60,97,1023,871,206
528,59,96,1022,871,207
528,60,96,1022,872,206
528,60,97,1021,870,206
528,59,96,1023,872,206
527,60,97,1023,871,206
528,69,97,1023,871,207
524,80,98,1021,872,206
522,75,99,1023,871,207
525,154,97,1023,872,206
524,121,98,1023,873,206
528,110,98,1022,871,206
523,132,98,1023,871,206
529,110,99,1023,872,206
529,189,97,1022,871,207
528,130,98,1023,872,207
528,157,98,1022,871,206
528,156,98,1023,871,206
528,148,98,1021,873,207
527,178,97,1023,871,206
528,171,98,1021,873,206
528,106,98,1022,872,206
528,118,97,1022,871,206
460,133,98,1023,871,207
404,156,98,1022,871,206
310,388,96,1022,872,205
309,487,97,1023,871,206
310,471,97,1022,872,206
308,479,98,1022,872,206
307,426,97,1022,872,206
309,431,97,1021,872,206
309,423,96,1023,871,206
147,578,98,1021,871,206
45,627,97,1022,872,206
0,621,96,1022,873,206
0,617,98,1022,871,207
0,614,98,1023,871,206
0,624,98,1021,872,206
0,624,96,1023,871,206
0,623,97,1023,871,206
0,619,96,1023,873,207
199,619,97,1023,873,206
206,621,96,1022,872,206
205,614,96,1023,872,206
204,613,91,1021,872,206
0,618,59,1022,873,207
0,641,24,1023,873,206
0,640,12,1023,872,205
0,636,13,1022,872,205
0,632,13,1022,873,206
0,637,14,1023,872,206
0,635,12,1023,872,206
0,638,13,1023,873,206
0,641,12,1022,872,206
0,616,13,1023,873,206
0,617,12,1022,872,206
0,618,12,1022,873,206
0,619,14,1022,873,207
0,623,12,1023,873,206
0,625,12,1023,872,206
0,626,12,1022,872,206
0,627,12,1022,872,205
0,652,12,1023,872,206
0,636,14,1021,873,206
0,636,12,1022,872,206
0,637,13,1022,873,206
0,638,13,1022,873,206
0,638,12,1022,872,206
0,640,12,1022,873,206
0,640,12,1023,873,206
0,644,12,1021,873,206
0,646,12,1022,873,206
0,637,13,1022,874,206
204,637,13,1022,873,206
203,638,12,1021,872,206
201,638,12,1021,873,206
204,639,12,1022,873,206
205,641,13,1022,873,207
206,641,13,1023,872,206
205,649,13,1022,872,206
205,645,13,1023,872,206
204,641,12,1021,873,206
205,638,12,1023,873,206
205,660,13,1023,873,206
205,663,14,1021,873,206
205,655,14,1022,873,206
205,656,11,1022,873,206
204,664,12,1022,872,206
204,663,22,1023,871,206
204,667,61,1022,873,206
204,664,126,1023,872,207
203,664,204,1022,872,206
202,666,274,1021,873,206
203,666,299,1022,872,205
205,667,299,1021,873,206
204,669,299,1023,872,207
205,672,299,1023,873,206
205,670,299,1021,872,205
205,672,300,1021,873,207
204,666,299,1021,873,207
204,668,299,1023,872,205
204,668,299,1022,872,207
204,669,299,1023,873,207
204,669,299,1023,873,206
204,669,298,1021,873,206
204,670,299,1023,872,206
205,670,299,1022,872,206
204,670,299,1023,872,205
204,669,299,1023,872,206
204,669,299,1022,873,206
205,669,299,891,872,206
205,670,299,840,873,206
204,670,299,789,871,207
205,670,299,734,873,206
205,670,298,677,873,206
206,671,299,618,871,207
204,671,298,560,874,206
204,674,299,533,873,206
205,675,299,534,873,206
205,677,300,534,873,206
206,676,298,535,873,206
204,679,298,535,873,207
206,647,299,535,874,206
205,650,299,535,873,207
205,647,299,535,844,206
205,646,298,535,741,206
205,645,299,535,635,206
203,646,298,535,519,206
